_id,"T players","CT Players",Map,"T Steamids","CT steamids"
1-2-2021_22-26-8,3,1,jb_arcade_b5,"STEAM_0:0:586217036 STEAM_0:0:483395202 STEAM_0:1:80763226","STEAM_0:1:53417122"
1-2-2021_22-31-8,1,0,jb_arcade_b5,"STEAM_0:0:483395202",""
1-2-2021_22-36-8,1,0,jb_arcade_b5,"STEAM_0:0:483395202",""
1-2-2021_22-41-8,0,0,jb_arcade_b5,"",""
1-2-2021_23-1-8,1,0,jb_arcade_b5,"STEAM_0:1:115672562",""
1-2-2021_23-6-8,1,0,jb_arcade_b5,"STEAM_0:1:115672562",""
1-2-2021_23-11-8,1,0,jb_arcade_b5,"STEAM_0:1:115672562",""
1-2-2021_23-16-8,0,0,jb_arcade_b5,"",""
1-2-2021_23-41-8,1,0,jb_arcade_b5,"STEAM_0:1:117564385",""
1-2-2021_23-46-8,2,0,jb_arcade_b5,"STEAM_0:1:117564385 STEAM_0:0:246314852",""
1-2-2021_23-51-8,1,0,jb_arcade_b5,"STEAM_0:0:246314852",""
2-2-2021_1-36-8,0,0,jb_arcade_b5,"",""
2-2-2021_1-41-8,0,0,jb_arcade_b5,"",""
2-2-2021_5-26-8,0,0,jb_arcade_b5,"",""
2-2-2021_6-21-7,1,0,jb_arcade_b5,"STEAM_0:0:426474565",""
2-2-2021_6-26-7,0,0,jb_arcade_b5,"",""
2-2-2021_6-31-7,0,0,jb_arcade_b5,"",""
2-2-2021_6-51-7,1,0,jb_arcade_b5,"STEAM_0:1:421897392",""
2-2-2021_6-56-7,1,0,jb_arcade_b5,"STEAM_0:1:421897392",""
2-2-2021_7-1-7,3,0,jb_arcade_b5,"STEAM_0:0:36132841 STEAM_0:1:421897392 STEAM_0:0:426474565",""
2-2-2021_7-6-7,3,0,jb_arcade_b5,"STEAM_0:0:36132841 STEAM_0:0:484845913 STEAM_0:0:426474565",""
2-2-2021_7-11-7,1,0,jb_clouds_tango_v7d,"STEAM_0:0:36132841",""
2-2-2021_7-16-7,0,0,jb_clouds_tango_v7d,"",""
2-2-2021_7-26-7,1,0,jb_clouds_tango_v7d,"STEAM_0:0:36132841",""
2-2-2021_7-31-7,2,0,jb_clouds_tango_v7d,"STEAM_0:0:506717430 STEAM_0:0:36132841",""
2-2-2021_7-36-7,2,0,jb_clouds_tango_v7d,"STEAM_0:0:506717430 STEAM_0:0:36132841",""
2-2-2021_7-41-7,2,0,jb_clouds_tango_v7d,"STEAM_0:0:506717430 STEAM_0:0:36132841",""
2-2-2021_7-46-7,3,0,jb_clouds_tango_v7d,"STEAM_0:0:506717430 STEAM_0:0:36132841 STEAM_0:0:180231922",""
2-2-2021_7-51-8,4,0,jb_undertale_v1d,"STEAM_0:0:506717430 STEAM_0:1:106519022 STEAM_0:0:180231922 STEAM_0:0:241649589",""
2-2-2021_7-56-8,6,0,jb_undertale_v1d,"STEAM_0:0:175479973 STEAM_0:0:506717430 STEAM_0:1:106519022 STEAM_0:1:585916437 STEAM_0:0:180231922 STEAM_0:0:241649589",""
2-2-2021_8-1-8,7,1,jb_undertale_v1d,"STEAM_0:0:506717430 STEAM_0:1:106519022 STEAM_0:1:585916437 STEAM_0:0:593142492 STEAM_0:1:152896539 STEAM_0:0:241649589 STEAM_0:0:484845913","STEAM_0:0:175479973"
2-2-2021_8-6-8,8,2,jb_undertale_v1d,"STEAM_0:0:506717430 STEAM_0:0:578614293 STEAM_0:1:106519022 STEAM_0:1:585916437 STEAM_0:0:593142492 STEAM_0:1:223489018 STEAM_0:0:241649589 STEAM_0:0:484845913","STEAM_0:1:152896539 STEAM_0:0:175479973"
2-2-2021_8-11-8,6,2,jb_undertale_v1d,"STEAM_0:0:593142492 STEAM_0:0:506717430 STEAM_0:1:106519022 STEAM_0:1:585916437 STEAM_0:0:241649589 STEAM_0:0:484845913","STEAM_0:0:175479973 STEAM_0:1:152896539"
2-2-2021_8-16-8,5,2,jb_undertale_v1d,"STEAM_0:0:593142492 STEAM_0:0:241649589 STEAM_0:1:106519022 STEAM_0:1:585916437 STEAM_0:0:484845913","STEAM_0:0:175479973 STEAM_0:1:152896539"
2-2-2021_8-21-8,5,1,jb_undertale_v1d,"STEAM_0:0:180231922 STEAM_0:1:585916437 STEAM_0:0:593142492 STEAM_0:0:241649589 STEAM_0:0:484845913","STEAM_0:1:152896539"
2-2-2021_8-26-8,3,1,jb_moti2_final,"STEAM_0:0:180231922 STEAM_0:1:585916437 STEAM_0:0:484845913","STEAM_0:1:152896539"
2-2-2021_8-31-8,5,1,jb_moti2_final,"STEAM_0:0:180231922 STEAM_0:0:71397196 STEAM_0:0:426474565 STEAM_0:1:585916437 STEAM_0:0:484845913","STEAM_0:1:152896539"
2-2-2021_8-36-8,6,2,jb_moti2_final,"STEAM_0:0:180231922 STEAM_0:0:71397196 STEAM_0:0:426474565 STEAM_0:1:585916437 STEAM_0:0:151280676 STEAM_0:0:484845913","STEAM_0:1:152896539 STEAM_0:1:106519022"
2-2-2021_8-41-8,7,3,jb_moti2_final,"STEAM_0:0:180231922 STEAM_0:0:71397196 STEAM_0:0:426474565 STEAM_0:0:200107938 STEAM_0:1:585916437 STEAM_0:0:175479973 STEAM_0:0:484845913","STEAM_0:1:152896539 STEAM_0:1:106519022 STEAM_0:0:151280676"
2-2-2021_8-46-8,7,3,jb_moti2_final,"STEAM_0:0:180231922 STEAM_0:0:71397196 STEAM_0:1:585916437 STEAM_0:0:426474565 STEAM_0:0:200107938 STEAM_0:0:175479973 STEAM_0:1:516088517","STEAM_0:1:152896539 STEAM_0:0:151280676 STEAM_0:0:167748498"
2-2-2021_8-51-8,6,3,jb_moti2_final,"STEAM_0:0:180231922 STEAM_0:1:585916437 STEAM_0:0:71397196 STEAM_0:0:426474565 STEAM_0:0:175479973 STEAM_0:1:516088517","STEAM_0:1:152896539 STEAM_0:0:151280676 STEAM_0:0:167748498"
2-2-2021_8-56-8,7,3,jb_moti2_final,"STEAM_0:0:180231922 STEAM_0:1:585916437 STEAM_0:0:71397196 STEAM_0:0:426474565 STEAM_0:0:549339048 STEAM_0:0:175479973 STEAM_0:1:516088517","STEAM_0:1:152896539 STEAM_0:0:151280676 STEAM_0:0:167748498"
2-2-2021_9-1-8,8,3,jb_moti2_final,"STEAM_0:0:180231922 STEAM_0:1:585916437 STEAM_0:0:71397196 STEAM_0:0:426474565 STEAM_0:0:549339048 STEAM_0:0:200107938 STEAM_0:0:175479973 STEAM_0:1:516088517","STEAM_0:1:152896539 STEAM_0:0:151280676 STEAM_0:0:167748498"
2-2-2021_9-6-8,8,3,jb_moti2_final,"STEAM_0:0:71397196 STEAM_0:0:180231922 STEAM_0:1:585916437 STEAM_0:0:426474565 STEAM_0:0:549339048 STEAM_0:1:447977496 STEAM_0:0:175479973 STEAM_0:1:516088517","STEAM_0:1:152896539 STEAM_0:0:151280676 STEAM_0:0:167748498"
2-2-2021_9-11-8,7,4,jb_kwejsi_v5_fix,"STEAM_0:0:426474565 STEAM_0:0:549339048 STEAM_0:1:447977496 STEAM_0:0:180231922 STEAM_0:1:585916437 STEAM_0:0:71397196 STEAM_0:1:516088517","STEAM_0:0:167748498 STEAM_0:0:151280676 STEAM_0:0:175479973 STEAM_0:1:152896539"
2-2-2021_9-16-8,9,3,jb_kwejsi_v5_fix,"STEAM_0:0:180231922 STEAM_0:0:426474565 STEAM_0:1:51448338 STEAM_0:1:447977496 STEAM_0:1:44267049 STEAM_0:1:585916437 STEAM_0:0:151280676 STEAM_0:0:71397196 STEAM_0:1:516088517","STEAM_0:0:167748498 STEAM_0:0:175479973 STEAM_0:1:152896539"
2-2-2021_9-21-8,8,3,jb_kwejsi_v5_fix,"STEAM_0:0:426474565 STEAM_0:1:447977496 STEAM_0:1:585916437 STEAM_0:0:151280676 STEAM_0:1:51448338 STEAM_0:0:593142492 STEAM_0:0:71397196 STEAM_0:0:483395202","STEAM_0:0:167748498 STEAM_0:1:152896539 STEAM_0:0:175479973"
2-2-2021_9-26-8,7,3,jb_kwejsi_v5_fix,"STEAM_0:1:51448338 STEAM_0:1:447977496 STEAM_0:0:593142492 STEAM_0:1:585916437 STEAM_0:0:151280676 STEAM_0:0:209709108 STEAM_0:0:483395202","STEAM_0:0:175479973 STEAM_0:1:152896539 STEAM_0:0:426474565"
2-2-2021_9-31-8,7,2,jb_kwejsi_v5_fix,"STEAM_0:1:51448338 STEAM_0:0:593142492 STEAM_0:0:151280676 STEAM_0:0:426474565 STEAM_0:1:447977496 STEAM_0:1:585916437 STEAM_0:0:209709108","STEAM_0:1:152896539 STEAM_0:0:175479973"
2-2-2021_9-36-8,8,2,jb_kwejsi_v5_fix,"STEAM_0:0:593142492 STEAM_0:0:151280676 STEAM_0:1:51448338 STEAM_0:1:585916437 STEAM_0:0:426474565 STEAM_0:1:447977496 STEAM_0:0:209709108 STEAM_0:0:180231922","STEAM_0:1:152896539 STEAM_0:0:175479973"
2-2-2021_9-41-8,9,3,jb_minecraft_tango_v2,"STEAM_0:0:180231922 STEAM_0:0:426474565 STEAM_0:1:51448338 STEAM_0:1:421897392 STEAM_0:1:447977496 STEAM_0:0:593142492 STEAM_0:1:585916437 STEAM_0:0:209709108 STEAM_0:0:151280676","STEAM_0:1:152896539 STEAM_0:1:106519022 STEAM_0:0:175479973"
2-2-2021_9-46-8,10,3,jb_minecraft_tango_v2,"STEAM_0:0:151280676 STEAM_0:0:180231922 STEAM_0:0:426474565 STEAM_0:0:593142492 STEAM_0:1:51448338 STEAM_0:1:447977496 STEAM_0:1:490565591 STEAM_0:1:589793071 STEAM_0:1:585916437 STEAM_0:0:209709108","STEAM_0:0:175479973 STEAM_0:1:152896539 STEAM_0:1:106519022"
2-2-2021_9-51-8,13,2,jb_minecraft_tango_v2,"STEAM_0:0:180231922 STEAM_0:1:51448338 STEAM_0:0:426474565 STEAM_0:0:151280676 STEAM_0:1:447977496 STEAM_0:1:490565591 STEAM_0:0:593142492 STEAM_0:1:421897392 STEAM_0:1:589793071 STEAM_0:1:585916437 STEAM_0:0:209709108 STEAM_0:1:592509605 STEAM_0:1:91000167","STEAM_0:1:152896539 STEAM_0:0:175479973"
2-2-2021_9-56-8,10,2,jb_minecraft_tango_v2,"STEAM_0:0:426474565 STEAM_0:1:51448338 STEAM_0:0:151280676 STEAM_0:1:447977496 STEAM_0:0:593142492 STEAM_0:1:585916437 STEAM_0:0:209709108 STEAM_0:1:592509605 STEAM_0:1:91000167 STEAM_0:0:525411123","STEAM_0:0:175479973 STEAM_0:0:180231922"
2-2-2021_10-1-8,10,4,jb_minecraft_tango_v2,"STEAM_0:1:51448338 STEAM_0:1:585916437 STEAM_0:1:447977496 STEAM_0:0:593142492 STEAM_0:1:421897392 STEAM_0:0:241649589 STEAM_0:0:209709108 STEAM_0:1:592509605 STEAM_0:1:91000167 STEAM_0:0:525411123","STEAM_0:0:175479973 STEAM_0:0:426474565 STEAM_0:0:180231922 STEAM_0:0:151280676"
2-2-2021_10-6-8,9,4,jb_minecraft_tango_v2,"STEAM_0:1:51448338 STEAM_0:1:585916437 STEAM_0:1:447977496 STEAM_0:0:593142492 STEAM_0:1:490565591 STEAM_0:1:421897392 STEAM_0:0:209709108 STEAM_0:1:592509605 STEAM_0:0:525411123","STEAM_0:0:175479973 STEAM_0:0:180231922 STEAM_0:0:426474565 STEAM_0:0:151280676"
2-2-2021_10-11-8,8,4,jb_minecraft_tango_v2,"STEAM_0:1:51448338 STEAM_0:1:447977496 STEAM_0:1:585916437 STEAM_0:0:593142492 STEAM_0:1:490565591 STEAM_0:0:209709108 STEAM_0:1:592509605 STEAM_0:0:167748498","STEAM_0:0:175479973 STEAM_0:0:426474565 STEAM_0:0:151280676 STEAM_0:0:180231922"
2-2-2021_10-16-8,11,2,jb_minecraft_tango_v2,"STEAM_0:0:175479973 STEAM_0:1:447977496 STEAM_0:0:593142492 STEAM_0:1:592509605 STEAM_0:1:51448338 STEAM_0:0:580164725 STEAM_0:0:241649589 STEAM_0:1:585916437 STEAM_0:0:209709108 STEAM_0:0:167748498 STEAM_0:1:124882951","STEAM_0:0:426474565 STEAM_0:0:151280676"
2-2-2021_10-21-8,12,2,jb_minecraft_tango_v2,"STEAM_0:0:175479973 STEAM_0:1:447977496 STEAM_0:0:593142492 STEAM_0:1:592509605 STEAM_0:0:580164725 STEAM_0:1:82002277 STEAM_0:0:241649589 STEAM_0:1:585916437 STEAM_0:0:209709108 STEAM_0:0:188997150 STEAM_0:0:167748498 STEAM_0:1:124882951","STEAM_0:0:426474565 STEAM_0:0:151280676"
2-2-2021_10-26-8,10,3,jb_minecraft_tango_v2,"STEAM_0:0:175479973 STEAM_0:1:447977496 STEAM_0:0:593142492 STEAM_0:1:592509605 STEAM_0:0:580164725 STEAM_0:1:82002277 STEAM_0:0:241649589 STEAM_0:0:209709108 STEAM_0:0:167748498 STEAM_0:1:124882951","STEAM_0:0:426474565 STEAM_0:0:151280676 STEAM_0:1:490565591"
2-2-2021_10-31-8,11,2,jb_peanut_tango_v3,"STEAM_0:0:241649589 STEAM_0:0:593142492 STEAM_0:0:209709108 STEAM_0:1:447977496 STEAM_0:0:167748498 STEAM_0:1:124882951 STEAM_0:1:82002277 STEAM_0:1:592509605 STEAM_0:0:580164725 STEAM_0:0:578614293 STEAM_0:0:175479973","STEAM_0:0:151280676 STEAM_0:0:426474565"
2-2-2021_10-36-8,10,3,jb_peanut_tango_v3,"STEAM_0:0:167748498 STEAM_0:0:241649589 STEAM_0:0:209709108 STEAM_0:1:447977496 STEAM_0:1:124882951 STEAM_0:1:592509605 STEAM_0:0:580164725 STEAM_0:0:578614293 STEAM_0:1:449632070 STEAM_0:0:175479973","STEAM_0:0:151280676 STEAM_0:0:426474565 STEAM_0:1:490565591"
2-2-2021_10-41-8,9,4,jb_peanut_tango_v3,"STEAM_0:1:447977496 STEAM_0:0:241649589 STEAM_0:0:209709108 STEAM_0:1:124882951 STEAM_0:0:43421554 STEAM_0:0:580164725 STEAM_0:0:578614293 STEAM_0:1:449632070 STEAM_0:0:175479973","STEAM_0:0:151280676 STEAM_0:0:167748498 STEAM_0:1:490565591 STEAM_0:0:426474565"
2-2-2021_10-46-8,7,3,jb_peanut_tango_v3,"STEAM_0:1:447977496 STEAM_0:0:241649589 STEAM_0:0:209709108 STEAM_0:0:43421554 STEAM_0:0:578614293 STEAM_0:1:449632070 STEAM_0:0:175479973","STEAM_0:0:151280676 STEAM_0:0:167748498 STEAM_0:0:426474565"
2-2-2021_10-51-8,6,3,jb_peanut_tango_v3,"STEAM_0:1:449632070 STEAM_0:1:447977496 STEAM_0:0:175479973 STEAM_0:0:209709108 STEAM_0:0:43421554 STEAM_0:0:578614293","STEAM_0:0:151280676 STEAM_0:0:167748498 STEAM_0:0:426474565"
2-2-2021_10-56-8,5,2,jb_peanut_tango_v3,"STEAM_0:0:167748498 STEAM_0:0:175479973 STEAM_0:1:447977496 STEAM_0:0:209709108 STEAM_0:0:578614293","STEAM_0:0:151280676 STEAM_0:0:426474565"
2-2-2021_11-1-8,4,4,jb_peanut_tango_v3,"STEAM_0:1:447977496 STEAM_0:0:209709108 STEAM_0:1:490565591 STEAM_0:0:578614293","STEAM_0:0:167748498 STEAM_0:0:175479973 STEAM_0:0:151280676 STEAM_0:0:426474565"
2-2-2021_11-6-8,4,4,jb_peanut_tango_v3,"STEAM_0:0:209709108 STEAM_0:1:490565591 STEAM_0:0:578614293 STEAM_0:1:585916437","STEAM_0:0:167748498 STEAM_0:0:175479973 STEAM_0:0:151280676 STEAM_0:0:426474565"
2-2-2021_11-11-8,6,3,jb_peanut_tango_v3,"STEAM_0:1:447977496 STEAM_0:0:209709108 STEAM_0:1:113270576 STEAM_0:1:490565591 STEAM_0:0:578614293 STEAM_0:1:585916437","STEAM_0:0:167748498 STEAM_0:0:175479973 STEAM_0:0:95332133"
2-2-2021_11-16-8,6,3,jb_vipinthemix_tango_final,"STEAM_0:1:490565591 STEAM_0:0:175479973 STEAM_0:0:209709108 STEAM_0:0:426474565 STEAM_0:0:95332133 STEAM_0:0:578614293","STEAM_0:0:167748498 STEAM_0:1:585916437 STEAM_0:1:113270576"
2-2-2021_11-21-8,10,3,jb_vipinthemix_tango_final,"STEAM_0:0:426474565 STEAM_0:0:175479973 STEAM_0:1:490565591 STEAM_0:0:95332133 STEAM_0:0:209709108 STEAM_0:0:496497911 STEAM_0:1:541509319 STEAM_0:0:157034120 STEAM_0:0:226036133 STEAM_0:0:578614293","STEAM_0:0:167748498 STEAM_0:1:585916437 STEAM_0:1:113270576"
2-2-2021_11-26-8,8,4,jb_vipinthemix_tango_final,"STEAM_0:0:426474565 STEAM_0:1:541509319 STEAM_0:1:490565591 STEAM_0:0:95332133 STEAM_0:0:209709108 STEAM_0:0:496497911 STEAM_0:0:157034120 STEAM_0:0:226036133","STEAM_0:0:167748498 STEAM_0:1:585916437 STEAM_0:0:175479973 STEAM_0:1:113270576"
2-2-2021_11-31-8,8,4,jb_vipinthemix_tango_final,"STEAM_0:0:426474565 STEAM_0:1:541509319 STEAM_0:1:490565591 STEAM_0:0:95332133 STEAM_0:0:209709108 STEAM_0:0:496497911 STEAM_0:0:157034120 STEAM_0:0:226036133","STEAM_0:0:167748498 STEAM_0:1:585916437 STEAM_0:0:175479973 STEAM_0:1:113270576"
2-2-2021_11-36-8,10,4,jb_vipinthemix_tango_final,"STEAM_0:0:426474565 STEAM_0:1:541509319 STEAM_0:1:490565591 STEAM_0:0:95332133 STEAM_0:0:209709108 STEAM_0:0:496497911 STEAM_0:1:113431388 STEAM_0:0:157034120 STEAM_0:0:226036133 STEAM_0:0:208317386","STEAM_0:0:167748498 STEAM_0:1:585916437 STEAM_0:0:175479973 STEAM_0:1:113270576"
2-2-2021_11-41-8,10,4,jb_vipinthemix_tango_final,"STEAM_0:0:426474565 STEAM_0:1:541509319 STEAM_0:1:490565591 STEAM_0:0:157034120 STEAM_0:0:95332133 STEAM_0:0:209709108 STEAM_0:0:496497911 STEAM_0:1:113431388 STEAM_0:0:226036133 STEAM_0:0:208317386","STEAM_0:0:167748498 STEAM_0:1:585916437 STEAM_0:0:175479973 STEAM_0:1:113270576"
2-2-2021_11-46-8,9,4,jb_vipinthemix_tango_final,"STEAM_0:0:426474565 STEAM_0:1:541509319 STEAM_0:0:157034120 STEAM_0:0:209709108 STEAM_0:0:496497911 STEAM_0:1:113431388 STEAM_0:1:550524178 STEAM_0:0:226036133 STEAM_0:0:208317386","STEAM_0:0:167748498 STEAM_0:1:585916437 STEAM_0:1:113270576 STEAM_0:0:175479973"
2-2-2021_11-51-8,10,4,jb_clouds_tango_v7d,"STEAM_0:1:541509319 STEAM_0:0:209709108 STEAM_0:0:496497911 STEAM_0:1:113431388 STEAM_0:1:550524178 STEAM_0:0:180231922 STEAM_0:0:157034120 STEAM_0:0:208317386 STEAM_0:1:585916437 STEAM_0:0:175479973","STEAM_0:0:226036133 STEAM_0:0:167748498 STEAM_0:0:426474565 STEAM_0:1:113270576"
2-2-2021_11-56-8,11,4,jb_clouds_tango_v7d,"STEAM_0:1:541509319 STEAM_0:0:209709108 STEAM_0:0:496497911 STEAM_0:1:449632070 STEAM_0:1:512128627 STEAM_0:1:550524178 STEAM_0:0:180231922 STEAM_0:0:157034120 STEAM_0:0:208317386 STEAM_0:1:585916437 STEAM_0:0:175479973","STEAM_0:1:113270576 STEAM_0:0:226036133 STEAM_0:0:167748498 STEAM_0:0:426474565"
2-2-2021_12-1-8,12,4,jb_clouds_tango_v7d,"STEAM_0:0:167748498 STEAM_0:1:541509319 STEAM_0:0:180231922 STEAM_0:0:209709108 STEAM_0:0:496497911 STEAM_0:1:449632070 STEAM_0:1:512128627 STEAM_0:1:550524178 STEAM_0:0:157034120 STEAM_0:0:208317386 STEAM_0:1:585916437 STEAM_0:1:24664214","STEAM_0:0:426474565 STEAM_0:1:113270576 STEAM_0:0:226036133 STEAM_0:0:175479973"
2-2-2021_12-6-8,14,4,jb_clouds_tango_v7d,"STEAM_0:0:180231922 STEAM_0:0:167748498 STEAM_0:1:541509319 STEAM_0:0:209709108 STEAM_0:0:496497911 STEAM_0:1:449632070 STEAM_0:1:512128627 STEAM_0:1:550524178 STEAM_0:1:447977496 STEAM_0:0:157034120 STEAM_0:1:421897392 STEAM_0:0:208317386 STEAM_0:1:585916437 STEAM_0:1:24664214","STEAM_0:0:426474565 STEAM_0:0:226036133 STEAM_0:1:113270576 STEAM_0:0:175479973"
2-2-2021_12-11-8,13,4,jb_clouds_tango_v7d,"STEAM_0:0:180231922 STEAM_0:0:496497911 STEAM_0:0:167748498 STEAM_0:0:208317386 STEAM_0:0:209709108 STEAM_0:1:449632070 STEAM_0:1:512128627 STEAM_0:1:550524178 STEAM_0:1:447977496 STEAM_0:1:502089637 STEAM_0:0:157034120 STEAM_0:1:421897392 STEAM_0:1:24664214","STEAM_0:1:113270576 STEAM_0:0:226036133 STEAM_0:0:175479973 STEAM_0:1:585916437"
2-2-2021_12-16-8,14,6,jb_clouds_tango_v7d,"STEAM_0:0:496497911 STEAM_0:0:180231922 STEAM_0:0:167748498 STEAM_0:0:209709108 STEAM_0:1:449632070 STEAM_0:1:550524178 STEAM_0:1:447977496 STEAM_0:1:502089637 STEAM_0:0:157034120 STEAM_0:0:569962672 STEAM_0:1:421897392 STEAM_0:1:94808199 STEAM_0:1:585916437 STEAM_0:1:24664214","STEAM_0:0:175479973 STEAM_0:1:113270576 STEAM_0:0:226036133 STEAM_0:0:426474565 STEAM_0:1:461170909 STEAM_0:0:483395202"
2-2-2021_12-21-8,15,7,jb_clouds_tango_v7d,"STEAM_0:0:496497911 STEAM_0:0:209709108 STEAM_0:1:490565591 STEAM_0:1:449632070 STEAM_0:1:461170909 STEAM_0:1:550524178 STEAM_0:0:464121809 STEAM_0:1:447977496 STEAM_0:1:502089637 STEAM_0:0:157034120 STEAM_0:0:167748498 STEAM_0:1:421897392 STEAM_0:1:94808199 STEAM_0:0:139817042 STEAM_0:1:24664214","STEAM_0:0:226036133 STEAM_0:0:175479973 STEAM_0:1:113270576 STEAM_0:0:151280676 STEAM_0:0:426474565 STEAM_0:0:483395202 STEAM_0:1:585916437"
2-2-2021_12-26-8,16,6,jb_clouds_tango_v7d,"STEAM_0:0:496497911 STEAM_0:1:449632070 STEAM_0:0:139817042 STEAM_0:0:209709108 STEAM_0:1:490565591 STEAM_0:0:483395202 STEAM_0:1:550524178 STEAM_0:0:464121809 STEAM_0:1:447977496 STEAM_0:1:502089637 STEAM_0:0:157034120 STEAM_0:0:167748498 STEAM_0:1:421897392 STEAM_0:1:24664214 STEAM_0:0:29655979 STEAM_0:0:434691432","STEAM_0:1:113270576 STEAM_0:0:226036133 STEAM_0:0:175479973 STEAM_0:0:426474565 STEAM_0:1:585916437 STEAM_0:0:151280676"
2-2-2021_12-31-8,14,7,jb_clouds_tango_v7d,"STEAM_0:0:139817042 STEAM_0:1:449632070 STEAM_0:0:167748498 STEAM_0:1:490565591 STEAM_0:1:24664214 STEAM_0:0:209709108 STEAM_0:1:550524178 STEAM_0:0:464121809 STEAM_0:1:447977496 STEAM_0:1:502089637 STEAM_0:0:157034120 STEAM_0:1:421897392 STEAM_0:0:29655979 STEAM_0:0:434691432","STEAM_0:1:113270576 STEAM_0:0:226036133 STEAM_0:0:175479973 STEAM_0:0:426474565 STEAM_0:0:151280676 STEAM_0:1:585916437 STEAM_0:0:483395202"
2-2-2021_12-36-8,13,7,jb_clouds_tango_v7d,"STEAM_0:0:139817042 STEAM_0:1:449632070 STEAM_0:0:167748498 STEAM_0:1:490565591 STEAM_0:1:447977496 STEAM_0:1:502089637 STEAM_0:1:24664214 STEAM_0:0:209709108 STEAM_0:1:550524178 STEAM_0:0:464121809 STEAM_0:0:157034120 STEAM_0:1:421897392 STEAM_0:0:29655979","STEAM_0:1:113270576 STEAM_0:0:175479973 STEAM_0:0:226036133 STEAM_0:0:426474565 STEAM_0:0:151280676 STEAM_0:1:585916437 STEAM_0:0:483395202"
2-2-2021_12-41-8,15,5,jb_sg_dojo_v5-6,"STEAM_0:0:167748498 STEAM_0:0:175479973 STEAM_0:1:449632070 STEAM_0:1:427402928 STEAM_0:1:447977496 STEAM_0:1:550524178 STEAM_0:1:24664214 STEAM_0:0:464121809 STEAM_0:0:157034120 STEAM_0:1:585916437 STEAM_0:1:421897392 STEAM_0:0:29655979 STEAM_0:1:490565591 STEAM_0:0:483395202 STEAM_0:1:562826623","STEAM_0:1:113270576 STEAM_0:0:426474565 STEAM_0:0:139817042 STEAM_0:0:226036133 STEAM_0:0:151280676"
2-2-2021_12-46-8,15,7,jb_sg_dojo_v5-6,"STEAM_0:0:167748498 STEAM_0:1:421897392 STEAM_0:1:490565591 STEAM_0:1:449632070 STEAM_0:1:427402928 STEAM_0:0:484845913 STEAM_0:1:447977496 STEAM_0:1:550524178 STEAM_0:1:24664214 STEAM_0:0:464121809 STEAM_0:0:157034120 STEAM_0:1:585916437 STEAM_0:0:29655979 STEAM_0:1:562826623 STEAM_0:0:151280676","STEAM_0:0:139817042 STEAM_0:0:175479973 STEAM_0:0:426474565 STEAM_0:1:113270576 STEAM_0:1:152896539 STEAM_0:0:226036133 STEAM_0:0:483395202"
2-2-2021_12-51-8,14,6,jb_sg_dojo_v5-6,"STEAM_0:0:167748498 STEAM_0:1:421897392 STEAM_0:1:490565591 STEAM_0:1:449632070 STEAM_0:1:427402928 STEAM_0:0:484845913 STEAM_0:1:447977496 STEAM_0:1:550524178 STEAM_0:1:24664214 STEAM_0:0:464121809 STEAM_0:0:157034120 STEAM_0:0:29655979 STEAM_0:1:562826623 STEAM_0:0:151280676","STEAM_0:0:139817042 STEAM_0:0:175479973 STEAM_0:0:426474565 STEAM_0:0:226036133 STEAM_0:1:152896539 STEAM_0:0:483395202"
2-2-2021_12-56-8,12,6,jb_sg_dojo_v5-6,"STEAM_0:0:167748498 STEAM_0:0:484845913 STEAM_0:1:550524178 STEAM_0:1:421897392 STEAM_0:0:29655979 STEAM_0:0:226036133 STEAM_0:1:490565591 STEAM_0:1:449632070 STEAM_0:1:457551723 STEAM_0:0:157034120 STEAM_0:1:562826623 STEAM_0:0:151280676","STEAM_0:0:139817042 STEAM_0:0:426474565 STEAM_0:0:175479973 STEAM_0:1:152896539 STEAM_0:1:427402928 STEAM_0:0:483395202"
2-2-2021_13-1-8,14,6,jb_sg_dojo_v5-6,"STEAM_0:0:167748498 STEAM_0:1:457551723 STEAM_0:1:490565591 STEAM_0:1:449632070 STEAM_0:0:484845913 STEAM_0:1:550524178 STEAM_0:0:157034120 STEAM_0:1:421897392 STEAM_0:0:29655979 STEAM_0:0:226036133 STEAM_0:0:197520829 STEAM_0:0:163205961 STEAM_0:1:562826623 STEAM_0:0:151280676","STEAM_0:1:152896539 STEAM_0:0:139817042 STEAM_0:0:426474565 STEAM_0:0:175479973 STEAM_0:1:427402928 STEAM_0:0:483395202"
2-2-2021_13-6-8,14,6,jb_sg_dojo_v5-6,"STEAM_0:1:457551723 STEAM_0:1:490565591 STEAM_0:1:449632070 STEAM_0:1:550524178 STEAM_0:0:157034120 STEAM_0:1:421897392 STEAM_0:0:29655979 STEAM_0:0:226036133 STEAM_0:0:151280676 STEAM_0:0:197520829 STEAM_0:0:163205961 STEAM_0:0:167748498 STEAM_0:1:563947226 STEAM_0:1:562826623","STEAM_0:1:152896539 STEAM_0:0:139817042 STEAM_0:0:426474565 STEAM_0:0:175479973 STEAM_0:1:427402928 STEAM_0:0:483395202"
