_id,"T players","CT Players",Map,"T Steamids","CT steamids"
22-1-2021_1-46-4,3,0,jb_minecraft_tango_v2,"STEAM_0:1:516159797 STEAM_0:1:115672562 STEAM_0:0:502995616",""
22-1-2021_1-51-4,3,0,jb_minecraft_tango_v2,"STEAM_0:1:516159797 STEAM_0:1:115672562 STEAM_0:0:502995616",""
22-1-2021_1-56-4,3,0,jb_minecraft_tango_v2,"STEAM_0:1:516159797 STEAM_0:1:115672562 STEAM_0:0:502995616",""
22-1-2021_2-1-4,2,1,jb_sorse_v7,"STEAM_0:1:115672562 STEAM_0:0:502995616","STEAM_0:1:516159797"
22-1-2021_2-6-4,2,0,jb_sorse_v7,"STEAM_0:1:115672562 STEAM_0:0:502995616",""
22-1-2021_2-11-4,0,0,jb_sorse_v7,"",""
22-1-2021_2-16-4,0,0,jb_sorse_v7,"",""
22-1-2021_3-41-4,0,0,jb_sorse_v7,"",""
22-1-2021_3-46-4,1,0,jb_sorse_v7,"STEAM_0:1:421897392",""
22-1-2021_3-51-4,1,0,jb_sorse_v7,"STEAM_0:1:421897392",""
22-1-2021_3-56-4,1,0,jb_sorse_v7,"STEAM_0:1:421897392",""
22-1-2021_4-1-4,1,0,jb_sorse_v7,"STEAM_0:1:421897392",""
22-1-2021_4-51-4,0,0,jb_sorse_v7,"",""
22-1-2021_4-56-4,0,0,jb_sorse_v7,"",""
22-1-2021_5-1-4,0,0,jb_sorse_v7,"",""
22-1-2021_5-6-4,0,0,jb_sorse_v7,"",""
22-1-2021_5-11-4,1,0,jb_sorse_v7,"STEAM_0:0:35460954",""
22-1-2021_5-16-4,1,0,jb_sorse_v7,"STEAM_0:0:35460954",""
22-1-2021_5-21-4,1,0,jb_sorse_v7,"STEAM_0:0:35460954",""
22-1-2021_5-26-4,1,0,jb_autumn_v2,"STEAM_0:0:35460954",""
22-1-2021_5-31-4,1,0,jb_autumn_v2,"STEAM_0:0:35460954",""
22-1-2021_5-36-4,0,0,jb_autumn_v2,"",""
22-1-2021_5-41-4,1,0,jb_autumn_v2,"STEAM_0:0:35460954",""
22-1-2021_5-46-4,1,0,jb_autumn_v2,"STEAM_0:0:35460954",""
22-1-2021_5-51-4,1,0,jb_vice_tango_final,"STEAM_0:0:94292904",""
22-1-2021_5-56-4,1,0,jb_vice_tango_final,"STEAM_0:0:94292904",""
22-1-2021_6-1-4,1,0,jb_quad_v2,"STEAM_0:0:94292904",""
22-1-2021_6-6-4,0,0,jb_quad_v2,"",""
22-1-2021_6-11-3,0,0,jb_quad_v2,"",""
22-1-2021_6-31-3,1,0,jb_quad_v2,"STEAM_0:1:125418922",""
22-1-2021_6-36-3,2,0,jb_quad_v2,"STEAM_0:0:94292904 STEAM_0:1:125418922",""
22-1-2021_6-41-3,2,0,jb_quad_v2,"STEAM_0:0:94292904 STEAM_0:1:125418922",""
22-1-2021_6-46-3,1,0,jb_moti2_final,"STEAM_0:0:94292904",""
22-1-2021_6-51-3,2,0,jb_moti2_final,"STEAM_0:0:94292904 STEAM_0:0:62400328",""
22-1-2021_6-56-3,3,0,jb_moti2_final,"STEAM_0:0:94292904 STEAM_0:0:62400328 STEAM_0:1:421897392",""
22-1-2021_7-1-3,4,0,jb_moti2_final,"STEAM_0:0:506717430 STEAM_0:0:94292904 STEAM_0:0:62400328 STEAM_0:1:421897392",""
22-1-2021_7-6-3,2,0,jb_moti2_final,"STEAM_0:0:506717430 STEAM_0:1:421897392",""
22-1-2021_7-11-3,1,0,jb_moti2_final,"STEAM_0:1:421897392",""
22-1-2021_7-16-3,0,0,jb_moti2_final,"",""
22-1-2021_7-21-3,2,0,jb_moti2_final,"STEAM_0:1:449632070 STEAM_0:1:421897392",""
22-1-2021_7-26-3,0,0,jb_moti2_final,"",""
22-1-2021_7-36-3,2,0,jb_moti2_final,"STEAM_0:1:523149182 STEAM_0:0:526644643",""
22-1-2021_7-41-3,2,0,jb_moti2_final,"STEAM_0:1:523149182 STEAM_0:0:526644643",""
22-1-2021_7-46-3,1,0,jb_moti2_final,"STEAM_0:0:526644643",""
22-1-2021_7-51-3,1,0,jb_moti2_final,"STEAM_0:0:526644643",""
22-1-2021_7-56-3,2,0,jb_moti2_final,"STEAM_0:1:585950840 STEAM_0:0:526644643",""
22-1-2021_8-1-3,1,0,jb_moti2_final,"STEAM_0:0:526644643",""
22-1-2021_8-36-3,0,0,jb_moti2_final,"",""
22-1-2021_8-41-3,0,0,jb_moti2_final,"",""
22-1-2021_8-51-3,1,0,jb_moti2_final,"STEAM_0:0:157034120",""
22-1-2021_8-56-3,1,0,jb_moti2_final,"STEAM_0:0:157034120",""
22-1-2021_9-1-3,2,0,jb_moti2_final,"STEAM_0:0:157034120 STEAM_0:1:519196277",""
22-1-2021_9-6-3,0,0,jb_moti2_final,"",""
22-1-2021_9-11-3,0,0,jb_moti2_final,"",""
22-1-2021_9-31-4,1,0,jb_moti2_final,"STEAM_0:1:591545594",""
22-1-2021_9-36-4,1,0,jb_moti2_final,"STEAM_0:1:591545594",""
22-1-2021_9-41-4,0,0,jb_moti2_final,"",""
22-1-2021_9-56-4,1,0,jb_moti2_final,"STEAM_0:1:67984675",""
22-1-2021_10-1-4,1,0,jb_moti2_final,"STEAM_0:0:504089511",""
22-1-2021_10-6-4,0,0,jb_moti2_final,"",""
22-1-2021_10-11-4,1,0,jb_moti2_final,"STEAM_0:0:504089511",""
22-1-2021_10-16-4,2,0,jb_moti2_final,"STEAM_0:0:504089511 STEAM_0:1:427402928",""
22-1-2021_10-21-4,0,0,jb_moti2_final,"",""
22-1-2021_10-31-4,1,0,jb_moti2_final,"STEAM_0:1:67984675",""
22-1-2021_10-36-4,2,0,jb_moti2_final,"STEAM_0:1:67984675 STEAM_0:0:526644643",""
22-1-2021_10-41-4,2,0,jb_moti2_final,"STEAM_0:1:67984675 STEAM_0:0:526644643",""
22-1-2021_10-46-4,2,0,jb_moti2_final,"STEAM_0:1:67984675 STEAM_0:0:526644643",""
22-1-2021_10-49-4,2,0,jb_clouds_tango_v7d,"STEAM_0:1:67984675 STEAM_0:0:526644643",""
22-1-2021_10-54-4,2,0,jb_clouds_tango_v7d,"STEAM_0:1:67984675 STEAM_0:1:427402928",""
22-1-2021_10-59-4,3,0,jb_clouds_tango_v7d,"STEAM_0:1:67984675 STEAM_0:1:115672562 STEAM_0:0:575381649",""
22-1-2021_11-4-4,4,2,jb_clouds_tango_v7d,"STEAM_0:1:67984675 STEAM_0:1:99373465 STEAM_0:1:490565591 STEAM_0:0:95332133","STEAM_0:0:575381649 STEAM_0:1:115672562"
22-1-2021_11-9-4,4,2,jb_clouds_tango_v7d,"STEAM_0:1:67984675 STEAM_0:1:99373465 STEAM_0:1:124882951 STEAM_0:1:490565591","STEAM_0:0:575381649 STEAM_0:1:115672562"
22-1-2021_11-14-4,4,2,jb_clouds_tango_v7d,"STEAM_0:1:124882951 STEAM_0:1:99373465 STEAM_0:1:67984675 STEAM_0:1:490565591","STEAM_0:0:575381649 STEAM_0:1:115672562"
22-1-2021_11-19-4,5,2,jb_clouds_tango_v7d,"STEAM_0:1:99373465 STEAM_0:1:124882951 STEAM_0:1:67984675 STEAM_0:1:490565591 STEAM_0:1:501036899","STEAM_0:0:575381649 STEAM_0:1:115672562"
22-1-2021_11-24-4,6,2,jb_clouds_tango_v7d,"STEAM_0:1:99373465 STEAM_0:1:124882951 STEAM_0:0:139817042 STEAM_0:1:490565591 STEAM_0:1:501036899 STEAM_0:1:585950840","STEAM_0:0:575381649 STEAM_0:1:115672562"
22-1-2021_11-29-4,5,2,jb_clouds_tango_v7d,"STEAM_0:1:99373465 STEAM_0:0:139817042 STEAM_0:1:490565591 STEAM_0:1:501036899 STEAM_0:1:585950840","STEAM_0:0:575381649 STEAM_0:1:115672562"
22-1-2021_11-34-4,6,2,jb_clouds_tango_v7d,"STEAM_0:1:99373465 STEAM_0:1:417807015 STEAM_0:0:139817042 STEAM_0:1:490565591 STEAM_0:1:501036899 STEAM_0:1:585950840","STEAM_0:0:575381649 STEAM_0:1:115672562"
22-1-2021_11-39-4,8,2,jb_clouds_tango_v7d,"STEAM_0:1:99373465 STEAM_0:0:139817042 STEAM_0:1:417807015 STEAM_0:0:458153912 STEAM_0:0:589151063 STEAM_0:1:490565591 STEAM_0:1:501036899 STEAM_0:1:585950840","STEAM_0:0:575381649 STEAM_0:1:115672562"
22-1-2021_11-44-4,9,3,jb_clouds_tango_v7d,"STEAM_0:1:99373465 STEAM_0:0:139817042 STEAM_0:1:417807015 STEAM_0:1:585916437 STEAM_0:0:458153912 STEAM_0:0:589151063 STEAM_0:1:490565591 STEAM_0:1:501036899 STEAM_0:1:585950840","STEAM_0:0:575381649 STEAM_0:1:115672562 STEAM_0:0:196385065"
22-1-2021_11-49-4,9,3,jb_clouds_tango_v7d,"STEAM_0:1:99373465 STEAM_0:1:417807015 STEAM_0:1:585916437 STEAM_0:1:526418107 STEAM_0:1:203427116 STEAM_0:0:589151063 STEAM_0:1:490565591 STEAM_0:1:501036899 STEAM_0:1:585950840","STEAM_0:0:575381649 STEAM_0:1:115672562 STEAM_0:0:196385065"
22-1-2021_11-54-4,9,4,jb_clouds_tango_v7d,"STEAM_0:1:99373465 STEAM_0:1:417807015 STEAM_0:1:585916437 STEAM_0:1:67984675 STEAM_0:0:167748498 STEAM_0:0:589151063 STEAM_0:1:490565591 STEAM_0:1:501036899 STEAM_0:1:585950840","STEAM_0:0:575381649 STEAM_0:1:115672562 STEAM_0:0:196385065 STEAM_0:1:203427116"
22-1-2021_11-59-4,10,4,jb_clouds_tango_v7d,"STEAM_0:1:99373465 STEAM_0:1:417807015 STEAM_0:1:585916437 STEAM_0:1:67984675 STEAM_0:0:167748498 STEAM_0:0:589151063 STEAM_0:0:139817042 STEAM_0:1:490565591 STEAM_0:1:501036899 STEAM_0:1:585950840","STEAM_0:0:575381649 STEAM_0:1:115672562 STEAM_0:0:196385065 STEAM_0:1:203427116"
22-1-2021_12-4-4,10,4,jb_clouds_tango_v7d,"STEAM_0:0:167748498 STEAM_0:1:99373465 STEAM_0:1:417807015 STEAM_0:1:585916437 STEAM_0:1:67984675 STEAM_0:0:139817042 STEAM_0:1:490565591 STEAM_0:1:501036899 STEAM_0:1:585950840 STEAM_0:0:464443654","STEAM_0:0:575381649 STEAM_0:1:115672562 STEAM_0:0:196385065 STEAM_0:1:203427116"
22-1-2021_12-9-4,9,5,jb_clouds_tango_v7d,"STEAM_0:0:167748498 STEAM_0:1:585916437 STEAM_0:1:417807015 STEAM_0:0:139817042 STEAM_0:0:88404445 STEAM_0:1:490565591 STEAM_0:1:501036899 STEAM_0:1:585950840 STEAM_0:0:464443654","STEAM_0:0:575381649 STEAM_0:1:115672562 STEAM_0:0:196385065 STEAM_0:0:180231922 STEAM_0:1:203427116"
22-1-2021_12-14-4,9,4,jb_clouds_tango_v7d,"STEAM_0:0:167748498 STEAM_0:1:585916437 STEAM_0:1:203427116 STEAM_0:0:139817042 STEAM_0:1:417807015 STEAM_0:1:434877871 STEAM_0:1:490565591 STEAM_0:1:585950840 STEAM_0:0:464443654","STEAM_0:0:575381649 STEAM_0:1:115672562 STEAM_0:0:180231922 STEAM_0:0:196385065"
22-1-2021_12-19-4,10,4,jb_clouds_tango_v7d,"STEAM_0:0:167748498 STEAM_0:1:203427116 STEAM_0:0:139817042 STEAM_0:1:417807015 STEAM_0:1:434877871 STEAM_0:0:483395202 STEAM_0:1:490565591 STEAM_0:0:526644643 STEAM_0:1:585950840 STEAM_0:0:464443654","STEAM_0:0:575381649 STEAM_0:1:115672562 STEAM_0:0:180231922 STEAM_0:0:196385065"
22-1-2021_12-24-4,12,4,jb_bigmt_b2,"STEAM_0:0:464443654 STEAM_0:1:417807015 STEAM_0:0:119841763 STEAM_0:1:490565591 STEAM_0:0:71397196 STEAM_0:1:434877871 STEAM_0:0:196385065 STEAM_0:0:167748498 STEAM_0:0:526644643 STEAM_0:0:575381649 STEAM_0:1:115672562 STEAM_0:1:585950840","STEAM_0:0:139817042 STEAM_0:0:483395202 STEAM_0:1:203427116 STEAM_0:0:180231922"
22-1-2021_12-29-4,10,4,jb_bigmt_b2,"STEAM_0:0:464443654 STEAM_0:0:167748498 STEAM_0:1:417807015 STEAM_0:0:119841763 STEAM_0:1:490565591 STEAM_0:0:71397196 STEAM_0:1:434877871 STEAM_0:0:196385065 STEAM_0:0:575381649 STEAM_0:1:115672562","STEAM_0:0:458397635 STEAM_0:0:139817042 STEAM_0:1:203427116 STEAM_0:1:99373465"
22-1-2021_12-34-4,10,4,jb_bigmt_b2,"STEAM_0:0:575381649 STEAM_0:0:464443654 STEAM_0:1:434877871 STEAM_0:0:167748498 STEAM_0:1:417807015 STEAM_0:0:119841763 STEAM_0:1:490565591 STEAM_0:0:196385065 STEAM_0:1:67984675 STEAM_0:1:115672562","STEAM_0:0:139817042 STEAM_0:1:203427116 STEAM_0:0:458397635 STEAM_0:1:99373465"
22-1-2021_12-39-4,12,4,jb_bigmt_b2,"STEAM_0:0:575381649 STEAM_0:0:464443654 STEAM_0:1:434877871 STEAM_0:0:167748498 STEAM_0:1:67984675 STEAM_0:1:555144542 STEAM_0:1:417807015 STEAM_0:0:119841763 STEAM_0:0:196385065 STEAM_0:1:115672562 STEAM_0:0:483395202 STEAM_0:1:99373465","STEAM_0:0:139817042 STEAM_0:0:458397635 STEAM_0:1:490565591 STEAM_0:1:203427116"
22-1-2021_12-44-4,12,4,jb_bigmt_b2,"STEAM_0:0:575381649 STEAM_0:0:426474565 STEAM_0:1:434877871 STEAM_0:0:464443654 STEAM_0:1:555144542 STEAM_0:1:417807015 STEAM_0:0:119841763 STEAM_0:0:196385065 STEAM_0:1:203427116 STEAM_0:1:115672562 STEAM_0:0:483395202 STEAM_0:1:99373465","STEAM_0:0:139817042 STEAM_0:0:458397635 STEAM_0:1:490565591 STEAM_0:0:167748498"
22-1-2021_12-49-4,10,5,jb_bigmt_b2,"STEAM_0:1:434877871 STEAM_0:1:67984675 STEAM_0:1:555144542 STEAM_0:1:417807015 STEAM_0:1:540405190 STEAM_0:1:203427116 STEAM_0:0:575381649 STEAM_0:1:115672562 STEAM_0:0:483395202 STEAM_0:1:99373465","STEAM_0:0:139817042 STEAM_0:0:458397635 STEAM_0:1:490565591 STEAM_0:0:167748498 STEAM_0:0:196385065"
22-1-2021_12-54-4,15,6,jb_bigmt_b2,"STEAM_0:0:575381649 STEAM_0:1:434877871 STEAM_0:1:502089637 STEAM_0:1:67984675 STEAM_0:1:246249859 STEAM_0:1:124882951 STEAM_0:1:555144542 STEAM_0:1:417807015 STEAM_0:0:459425215 STEAM_0:0:55265989 STEAM_0:1:540405190 STEAM_0:0:88404445 STEAM_0:1:115672562 STEAM_0:0:483395202 STEAM_0:1:99373465","STEAM_0:0:139817042 STEAM_0:0:458397635 STEAM_0:1:490565591 STEAM_0:0:167748498 STEAM_0:1:203427116 STEAM_0:0:196385065"
22-1-2021_12-59-4,14,6,jb_bigmt_b2,"STEAM_0:0:575381649 STEAM_0:1:434877871 STEAM_0:0:196385065 STEAM_0:1:502089637 STEAM_0:1:67984675 STEAM_0:1:246249859 STEAM_0:1:124882951 STEAM_0:1:555144542 STEAM_0:1:417807015 STEAM_0:0:459425215 STEAM_0:1:540405190 STEAM_0:1:115672562 STEAM_0:0:483395202 STEAM_0:1:99373465","STEAM_0:0:139817042 STEAM_0:0:458397635 STEAM_0:0:167748498 STEAM_0:1:490565591 STEAM_0:1:203427116 STEAM_0:0:88404445"
22-1-2021_13-4-4,16,7,jb_bigmt_b2,"STEAM_0:0:196385065 STEAM_0:0:575381649 STEAM_0:1:434877871 STEAM_0:1:502089637 STEAM_0:1:67984675 STEAM_0:1:115672562 STEAM_0:0:55265989 STEAM_0:1:246249859 STEAM_0:1:124882951 STEAM_0:1:555144542 STEAM_0:1:417807015 STEAM_0:1:152896539 STEAM_0:0:420447506 STEAM_0:1:540405190 STEAM_0:0:460199882 STEAM_0:1:99373465","STEAM_0:0:139817042 STEAM_0:0:458397635 STEAM_0:0:167748498 STEAM_0:1:490565591 STEAM_0:1:203427116 STEAM_0:0:88404445 STEAM_0:0:483395202"
22-1-2021_13-9-4,17,8,jb_bigmt_b2,"STEAM_0:0:575381649 STEAM_0:1:434877871 STEAM_0:1:502089637 STEAM_0:1:67984675 STEAM_0:1:115672562 STEAM_0:1:246249859 STEAM_0:1:124882951 STEAM_0:1:555144542 STEAM_0:1:417807015 STEAM_0:1:152896539 STEAM_0:0:93696048 STEAM_0:0:420447506 STEAM_0:1:540405190 STEAM_0:0:460199882 STEAM_0:1:457551723 STEAM_0:1:99373465 STEAM_0:1:162832842","STEAM_0:0:139817042 STEAM_0:0:458397635 STEAM_0:0:167748498 STEAM_0:1:490565591 STEAM_0:1:203427116 STEAM_0:0:88404445 STEAM_0:0:55265989 STEAM_0:0:483395202"
22-1-2021_13-14-4,17,8,jb_bigmt_b2,"STEAM_0:0:575381649 STEAM_0:1:434877871 STEAM_0:1:115672562 STEAM_0:1:540405190 STEAM_0:1:502089637 STEAM_0:1:67984675 STEAM_0:1:246249859 STEAM_0:1:124882951 STEAM_0:1:555144542 STEAM_0:1:417807015 STEAM_0:1:152896539 STEAM_0:0:93696048 STEAM_0:0:420447506 STEAM_0:0:460199882 STEAM_0:1:457551723 STEAM_0:1:99373465 STEAM_0:1:162832842","STEAM_0:0:139817042 STEAM_0:0:458397635 STEAM_0:0:167748498 STEAM_0:1:490565591 STEAM_0:1:203427116 STEAM_0:0:88404445 STEAM_0:0:55265989 STEAM_0:0:483395202"
22-1-2021_13-19-4,15,7,jb_bigmt_b2,"STEAM_0:0:575381649 STEAM_0:1:115672562 STEAM_0:1:246249859 STEAM_0:1:540405190 STEAM_0:1:67984675 STEAM_0:1:124882951 STEAM_0:1:417807015 STEAM_0:1:152896539 STEAM_0:0:93696048 STEAM_0:0:420447506 STEAM_0:0:460199882 STEAM_0:1:457551723 STEAM_0:0:483395202 STEAM_0:1:99373465 STEAM_0:1:162832842","STEAM_0:0:139817042 STEAM_0:0:167748498 STEAM_0:1:490565591 STEAM_0:1:203427116 STEAM_0:0:88404445 STEAM_0:0:55265989 STEAM_0:1:555144542"
22-1-2021_13-24-4,15,7,jb_kwejsi_v5_fix,"STEAM_0:0:167748498 STEAM_0:1:457551723 STEAM_0:1:246249859 STEAM_0:1:124882951 STEAM_0:1:417807015 STEAM_0:0:420447506 STEAM_0:1:99373465 STEAM_0:1:585916437 STEAM_0:1:540405190 STEAM_0:0:460199882 STEAM_0:1:67984675 STEAM_0:1:203427116 STEAM_0:1:434877871 STEAM_0:0:575381649 STEAM_0:1:115672562","STEAM_0:0:139817042 STEAM_0:0:55265989 STEAM_0:1:555144542 STEAM_0:1:152896539 STEAM_0:0:458397635 STEAM_0:0:483395202 STEAM_0:1:162832842"
22-1-2021_13-29-4,19,8,jb_kwejsi_v5_fix,"STEAM_0:0:167748498 STEAM_0:1:457551723 STEAM_0:1:246249859 STEAM_0:1:124882951 STEAM_0:0:102330029 STEAM_0:0:420447506 STEAM_0:1:585916437 STEAM_0:0:151280676 STEAM_0:1:591767193 STEAM_0:0:220659556 STEAM_0:0:460199882 STEAM_0:1:67984675 STEAM_0:1:203427116 STEAM_0:0:526644643 STEAM_0:1:434877871 STEAM_0:0:575381649 STEAM_0:1:490565591 STEAM_0:1:115672562 STEAM_0:1:511722574","STEAM_0:0:139817042 STEAM_0:0:458397635 STEAM_0:1:152896539 STEAM_0:1:162832842 STEAM_0:0:55265989 STEAM_0:1:555144542 STEAM_0:0:483395202 STEAM_0:0:93696048"
22-1-2021_13-34-4,16,6,jb_kwejsi_v5_fix,"STEAM_0:0:139817042 STEAM_0:0:167748498 STEAM_0:1:457551723 STEAM_0:1:246249859 STEAM_0:1:124882951 STEAM_0:0:420447506 STEAM_0:0:484845913 STEAM_0:0:151280676 STEAM_0:0:179510445 STEAM_0:0:460199882 STEAM_0:1:67984675 STEAM_0:0:526644643 STEAM_0:1:434877871 STEAM_0:1:490565591 STEAM_0:1:115672562 STEAM_0:1:511722574","STEAM_0:1:152896539 STEAM_0:0:93696048 STEAM_0:0:458397635 STEAM_0:1:555144542 STEAM_0:0:483395202 STEAM_0:1:162832842"
22-1-2021_13-39-4,17,7,jb_kwejsi_v5_fix,"STEAM_0:0:139817042 STEAM_0:0:167748498 STEAM_0:1:67984675 STEAM_0:1:457551723 STEAM_0:1:246249859 STEAM_0:1:124882951 STEAM_0:0:420447506 STEAM_0:0:484845913 STEAM_0:0:151280676 STEAM_0:0:179510445 STEAM_0:1:502089637 STEAM_0:0:526644643 STEAM_0:1:434877871 STEAM_0:1:449632070 STEAM_0:1:490565591 STEAM_0:1:115672562 STEAM_0:1:511722574","STEAM_0:0:93696048 STEAM_0:1:152896539 STEAM_0:0:458397635 STEAM_0:1:555144542 STEAM_0:0:483395202 STEAM_0:1:162832842 STEAM_0:0:460199882"
22-1-2021_13-44-4,15,8,jb_kwejsi_v5_fix,"STEAM_0:0:139817042 STEAM_0:0:167748498 STEAM_0:1:67984675 STEAM_0:1:449632070 STEAM_0:1:124882951 STEAM_0:1:457551723 STEAM_0:1:115672562 STEAM_0:1:246249859 STEAM_0:0:175479973 STEAM_0:0:420447506 STEAM_0:0:484845913 STEAM_0:0:151280676 STEAM_0:1:502089637 STEAM_0:0:526644643 STEAM_0:1:434877871","STEAM_0:0:93696048 STEAM_0:0:458397635 STEAM_0:1:152896539 STEAM_0:1:162832842 STEAM_0:1:555144542 STEAM_0:0:460199882 STEAM_0:0:483395202 STEAM_0:1:511722574"
22-1-2021_13-49-4,15,7,jb_kwejsi_v5_fix,"STEAM_0:0:139817042 STEAM_0:0:167748498 STEAM_0:1:67984675 STEAM_0:1:124882951 STEAM_0:1:457551723 STEAM_0:1:115672562 STEAM_0:0:175479973 STEAM_0:0:420447506 STEAM_0:0:484845913 STEAM_0:0:151280676 STEAM_0:1:502089637 STEAM_0:0:526644643 STEAM_0:1:434877871 STEAM_0:1:490565591 STEAM_0:1:511722574","STEAM_0:0:458397635 STEAM_0:0:93696048 STEAM_0:1:152896539 STEAM_0:1:162832842 STEAM_0:1:555144542 STEAM_0:0:460199882 STEAM_0:0:483395202"
22-1-2021_13-54-4,16,6,jb_kwejsi_v5_fix,"STEAM_0:0:139817042 STEAM_0:0:167748498 STEAM_0:1:457551723 STEAM_0:1:124882951 STEAM_0:0:175479973 STEAM_0:1:67984675 STEAM_0:1:502089637 STEAM_0:0:420447506 STEAM_0:0:151280676 STEAM_0:1:490565591 STEAM_0:1:115672562 STEAM_0:0:484845913 STEAM_0:0:526644643 STEAM_0:0:119841763 STEAM_0:1:434877871 STEAM_0:1:511722574","STEAM_0:0:93696048 STEAM_0:1:162832842 STEAM_0:1:152896539 STEAM_0:1:555144542 STEAM_0:0:483395202 STEAM_0:0:460199882"
22-1-2021_13-59-4,13,4,jb_kwejsi_v5_fix,"STEAM_0:0:167748498 STEAM_0:0:175479973 STEAM_0:1:67984675 STEAM_0:1:502089637 STEAM_0:1:115672562 STEAM_0:0:420447506 STEAM_0:0:151280676 STEAM_0:0:442932142 STEAM_0:0:434691432 STEAM_0:0:484845913 STEAM_0:0:526644643 STEAM_0:0:119841763 STEAM_0:1:511722574","STEAM_0:0:139817042 STEAM_0:0:93696048 STEAM_0:1:555144542 STEAM_0:0:483395202"
22-1-2021_14-4-4,13,6,jb_kwejsi_v5_fix,"STEAM_0:0:442932142 STEAM_0:1:124882951 STEAM_0:1:67984675 STEAM_0:1:115672562 STEAM_0:0:434691432 STEAM_0:0:175479973 STEAM_0:0:420447506 STEAM_0:1:511722574 STEAM_0:0:484845913 STEAM_0:1:502089637 STEAM_0:1:117564385 STEAM_0:0:526644643 STEAM_0:0:119841763","STEAM_0:0:139817042 STEAM_0:0:93696048 STEAM_0:0:167748498 STEAM_0:1:555144542 STEAM_0:0:483395202 STEAM_0:0:151280676"
22-1-2021_14-9-4,15,6,jb_kwejsi_v5_fix,"STEAM_0:0:167748498 STEAM_0:0:442932142 STEAM_0:1:124882951 STEAM_0:1:67984675 STEAM_0:1:115672562 STEAM_0:0:434691432 STEAM_0:1:449632070 STEAM_0:0:420447506 STEAM_0:1:511722574 STEAM_0:0:484845913 STEAM_0:1:5842564 STEAM_0:1:502089637 STEAM_0:1:117564385 STEAM_0:0:526644643 STEAM_0:0:119841763","STEAM_0:0:139817042 STEAM_0:0:93696048 STEAM_0:1:555144542 STEAM_0:0:483395202 STEAM_0:0:175479973 STEAM_0:0:151280676"
22-1-2021_14-14-4,14,5,jb_kwejsi_v5_fix,"STEAM_0:0:139817042 STEAM_0:0:167748498 STEAM_0:0:442932142 STEAM_0:0:434691432 STEAM_0:1:67984675 STEAM_0:1:115672562 STEAM_0:0:420447506 STEAM_0:1:449632070 STEAM_0:1:5842564 STEAM_0:1:511722574 STEAM_0:0:484845913 STEAM_0:1:117564385 STEAM_0:0:526644643 STEAM_0:0:119841763","STEAM_0:0:93696048 STEAM_0:1:555144542 STEAM_0:0:175479973 STEAM_0:0:483395202 STEAM_0:0:151280676"
22-1-2021_14-19-4,13,4,jb_kwejsi_v5_fix,"STEAM_0:0:167748498 STEAM_0:0:483395202 STEAM_0:0:442932142 STEAM_0:0:434691432 STEAM_0:1:67984675 STEAM_0:1:115672562 STEAM_0:0:420447506 STEAM_0:1:449632070 STEAM_0:1:511722574 STEAM_0:0:484845913 STEAM_0:1:117564385 STEAM_0:0:526644643 STEAM_0:0:119841763","STEAM_0:0:93696048 STEAM_0:0:175479973 STEAM_0:1:555144542 STEAM_0:0:151280676"
22-1-2021_14-24-4,14,5,jb_kwejsi_v5_fix,"STEAM_0:0:167748498 STEAM_0:0:483395202 STEAM_0:1:115672562 STEAM_0:0:434691432 STEAM_0:1:67984675 STEAM_0:0:420447506 STEAM_0:1:449632070 STEAM_0:1:117564385 STEAM_0:1:511722574 STEAM_0:1:211918257 STEAM_0:0:484845913 STEAM_0:1:99373465 STEAM_0:0:526644643 STEAM_0:0:119841763","STEAM_0:0:139817042 STEAM_0:0:93696048 STEAM_0:0:175479973 STEAM_0:1:555144542 STEAM_0:0:151280676"
22-1-2021_14-29-4,14,5,jb_kwejsi_v5_fix,"STEAM_0:0:167748498 STEAM_0:1:115672562 STEAM_0:0:434691432 STEAM_0:1:67984675 STEAM_0:0:420447506 STEAM_0:1:449632070 STEAM_0:1:117564385 STEAM_0:1:511722574 STEAM_0:1:211918257 STEAM_0:0:484845913 STEAM_0:1:99373465 STEAM_0:0:526644643 STEAM_0:0:119841763 STEAM_0:0:483395202","STEAM_0:0:139817042 STEAM_0:0:93696048 STEAM_0:0:175479973 STEAM_0:1:555144542 STEAM_0:0:151280676"
22-1-2021_14-34-4,15,5,jb_kwejsi_v5_fix,"STEAM_0:0:167748498 STEAM_0:1:115672562 STEAM_0:0:434691432 STEAM_0:1:211918257 STEAM_0:0:420447506 STEAM_0:1:67984675 STEAM_0:1:99373465 STEAM_0:1:449632070 STEAM_0:1:511722574 STEAM_0:0:484845913 STEAM_0:1:150747227 STEAM_0:0:526644643 STEAM_0:0:119841763 STEAM_0:0:444090331 STEAM_0:0:483395202","STEAM_0:0:139817042 STEAM_0:0:93696048 STEAM_0:0:175479973 STEAM_0:0:151280676 STEAM_0:1:555144542"
